Restaurant,Section,Item,Description,Price
nikos grill and subs,nikos gyros and souvlaki,athenian gyro,gyro topped with fries ketchup and mustard,$8.35 
nikos grill and subs,nikos gyros and souvlaki,athenian souvlaki,souvlaki topped with fries ketchup and mustard,$8.35 
nikos grill and subs,nikos gyros and souvlaki,extreme gyro,gyro wrapped in a grilled pita topped with grilled peppers grilled onions melted provolone ranch and hot sauce,$8.50 
nikos grill and subs,nikos gyros and souvlaki,extreme souvlaki,souvlaki wrapped in a grilled pita topped with grilled peppers grilled onions melted provolone ranch and hot sauce,$8.50 
nikos grill and subs,nikos gyros and souvlaki,buffalo gyro,gyro topped with crispy onions jalapenos bleu cheese dressing hot sauce lettuce tomato and onions,$8.50 
nikos grill and subs,nikos gyros and souvlaki,buffalo souvlaki,souvlaki topped with crispy onions jalapenos bleu cheese dressing hot sauce lettuce tomato and onions,$8.50 
nikos grill and subs,nikos gyros and souvlaki,italian gyro,gyro topped with basil pesto mayo mozzarella cheese and roasted red peppers,$8.45 
nikos grill and subs,nikos gyros and souvlaki,italian souvlaki,souvlaki topped with basil pesto mayo mozzarella cheese and roasted red peppers,$8.45 
nikos grill and subs,nikos gyros and souvlaki,cordon bleu gyro,gyro topped with melted mozzarella grilled ham banana peppers and honey mustard wrapped in a grilled pita,$8.50 
nikos grill and subs,nikos gyros and souvlaki,cordon bleu souvlaki,souvlaki topped with melted mozzarella grilled ham banana peppers and honey mustard wrapped in a grilled pita,$8.50 
nikos grill and subs,nikos gyros and souvlaki,hummus gyro,gyro topped with our own hummus pickles lettuce tomato and hot sauce,$8.50 
nikos grill and subs,nikos gyros and souvlaki,hummus souvlaki,souvlaki topped with our own hummus pickles lettuce tomato and hot sauce,$8.50 
nikos grill and subs,nikos gyros and souvlaki,bbq gyro,gyro topped with grilled peppers grilled onions lettuce cheddar cheese ranch and bbq sauce,$8.45 
nikos grill and subs,nikos gyros and souvlaki,bbq souvlaki,souvlaki topped with grilled peppers grilled onions lettuce cheddar cheese ranch and bbq sauce,$8.45 
nikos grill and subs,nikos gyros and souvlaki,philly gyro,gyro or chicken souvlaki topped with grilled peppers and onions lettuce melted american cheese and mayo,$8.50 
nikos grill and subs,nikos gyros and souvlaki,philly souvlaki,souvlaki topped with grilled peppers and onions lettuce melted american cheese and mayo,$8.50 
nikos grill and subs,nikos gyros and souvlaki,sicilian gyro,gyro topped with melted mozzarella marinara sauce grilled peppers and onions,$8.50 
nikos grill and subs,nikos gyros and souvlaki,sicilian souvlaki,souvlaki topped with melted mozzarella marinara sauce grilled peppers and onions,$8.50 
nikos grill and subs,nikos gyros and souvlaki,gyro burrito,gyro wrapped in a grilled tortilla stuffed with rice feta cheese tzatziki banana peppers lettuce tomatoes and onions,$9.00 
nikos grill and subs,nikos gyros and souvlaki,souvlaki burrito,souvlaki wrapped in a grilled tortilla stuffed with rice feta cheese tzatziki banana peppers lettuce tomatoes and onions,$9.00 
nikos grill and subs,nikos subs wraps and flatbreads,basil pesto chicken,grilled chicken roasted red peppers melted mozzarella cheese tomato basil pesto and mayo,$8.55 
nikos grill and subs,nikos subs wraps and flatbreads,bbq steak on a wedge,thinly sliced steak red onions bbq sauce mozzarella and cheddar cheese,$8.95 
nikos grill and subs,nikos subs wraps and flatbreads,buffalo chicken,crispy or grilled chicken pepper jack cheese lettuce tomato ranch and hot sauce,$8.65 
nikos grill and subs,nikos subs wraps and flatbreads,caesar wrap,romaine lettuce 0 cheese italian blend and caesar dressing vegetarian,$6.75 
nikos grill and subs,nikos subs wraps and flatbreads,californian,oven roasted turkey mozzarella cheese tomatoes red onion crispy bacon and ranch dressing,$8.25 
nikos grill and subs,nikos subs wraps and flatbreads,chicken bacon,grilled or crispy chicken crispy bacon tomato lettuce red onion and melted cheddar cheese with your choice of ranch honey mustard or balsamic vinaigrette,$8.95 
nikos grill and subs,nikos subs wraps and flatbreads,chipotle steak on a wrap,grilled steak pepper jack cheese grilled onions roasted red peppers rice and chipotle mayo,$8.95 
nikos grill and subs,nikos subs wraps and flatbreads,cluckin russian,crispy chicken bacon mozzarella cheese lettuce and russian dressing,$8.65 
nikos grill and subs,nikos subs wraps and flatbreads,chipotle chicken,grilled chicken bacon pepper jack cheese lettuce tomato chipotle mayo and ranch dressing,$8.65 
nikos grill and subs,nikos subs wraps and flatbreads,classic club,honey ham oven roasted turkey bacon cheddar cheese lettuce tomato and mayo,$8.50 
nikos grill and subs,nikos subs wraps and flatbreads,falafel and hummus,greek falafel hummus lettuce pepper jack cheese red onion tomato and cucumbers vegetarian,$7.95 
nikos grill and subs,nikos subs wraps and flatbreads,greek chicken flatbread,grilled chicken tzatziki mozzarella cheese cucumbers banana pppers tomato lettuce and black olives,$8.50 
nikos grill and subs,nikos subs wraps and flatbreads,greek falafel pita,greek falafel lettuce tomato red onion topped with tzatziki vegetarian,$8.00 
nikos grill and subs,nikos subs wraps and flatbreads,greek feta wrap,romaine lettuce feta cheese tzatziki cucumbers carrots tomato and olives vegetarian,$7.85 
nikos grill and subs,nikos subs wraps and flatbreads,grilled ham and swiss cheese,grilled ham melted swiss cheese russian dressing and sauerkraut on toasted sourdough,$7.55 
nikos grill and subs,nikos subs wraps and flatbreads,niko s philly chicken,marinated grilled chicken topped with grilled peppers and onions melted mozzarella and your choice of sauce,$9.25 
nikos grill and subs,nikos subs wraps and flatbreads,olympian falafel,greek falafel pickles hummus feta cheese tomato and sliced olives vegetarian,$8.00 
nikos grill and subs,nikos subs wraps and flatbreads,mediterranean wrap,charbroiled chicken feta cheese greek dressing rice cucumbers olives tomato romaine lettuce and red onion,$8.85 
nikos grill and subs,nikos subs wraps and flatbreads,philly cheesesteak on a wedge,thinly sliced steak grilled onions grilled peppers choice of cheese and mayo or chipotle mayo,$9.25 
nikos grill and subs,nikos subs wraps and flatbreads,spicy falafel pita,greek falafel hummus hot sauce sliced black olives pickles tomato and red onion vegetarian,$7.75 
nikos grill and subs,nikos subs wraps and flatbreads,swiss alps,grilled chicken grilled ham melted swiss and honey mustard on a warm pita,$8.50 
nikos grill and subs,nikos subs wraps and flatbreads,turkey and cheese,oven roasted turkey lettuce tomato and mayo or mustard with choice of cheese,$7.00 
nikos grill and subs,nikos subs wraps and flatbreads,turkey club,oven roasted turkey crispy bacon lettuce tomato onion and mayo or mustard,$7.75 
nikos grill and subs,nikos subs wraps and flatbreads,veggie,black olives lettuce grilled peppers cucumbers tomato grilled onions mozzarella cheese cheddar cheese and italian dressing vegetarian,$8.00 
nikos grill and subs,dinner platters,gyro dinner platter,served with tzatziki pita and choice of two sides,$19.00 
nikos grill and subs,dinner platters,chicken souvlaki dinner platter,served with tzatziki pita and choice of two sides,$19.00 
nikos grill and subs,dinner platters,pork souvlaki dinner platter,served with tzatziki pita and choice of two sides,$19.00 
nikos grill and subs,dinner platters,spinach pie platter,served with tzatziki pita and choice of two sides vegetarian,$16.00 
nikos grill and subs,dinner platters,greek falafel dinner platter,served with tzatziki pita and choice of two sides vegetarian,$14.00 
nikos grill and subs,dinner platters,gyro and chicken souvlaki dinner platter,served with tzatziki pita and choice of two sides,$19.00 
nikos grill and subs,dinner platters,lamb souvlaki dinner platter,served with tzatziki pita and choice of two sides,$22.00 
nikos grill and subs,dinner platters,meat lovers platter,0 lamb 0 pork and 0 chicken souvlaki skewer seasoned gyro tzatziki and grilled pita served with tzatziki pita and choice of two sides,$22.00 
nikos grill and subs,dinner platters,gyro with feta and eggs plate,any time of the day this plate is served with delicious gyro 0 eggs feta tomato and pita,$13.00 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,hamburger,,$6.50 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,cheeseburger,,$7.00 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,bacon burger,,$7.00 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,bacon cheeseburger,,$7.50 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,brazilian burger,topped with a fried egg grilled ham bacon cheese lettuce tomato onion and mayo,$8.95 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,philly cheeseburger,topped with grilled onions and peppers melted swiss and mayo,$7.50 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,bbq bacon onion ring cheeseburger,topped with crispy bacon onion rings melted cheddar and bbq sauce,$7.95 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,chipotle cheeseburger,topped with pepper jack cheese jalapeno chipotle mayo lettuce tomato and onions,$7.75 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,hot dog,grilled and served plain or with mustard or ketchup,$2.25 
nikos grill and subs,0 oz flame broiled burgers and hot dogs,bacon cheese dog,grilled and served plain or with mustard or ketchup,$3.25 
nikos grill and subs,side orders,fries,vegetarian,$3.00 
nikos grill and subs,side orders,onion rings,,$4.25 
nikos grill and subs,side orders,pita bread,,$1.00 
nikos grill and subs,side orders,soup,,$3.50 
nikos grill and subs,side orders,extra dressing,,$1.00 
nikos grill and subs,side orders,rice pilaf,,$3.50 
nikos grill and subs,side orders,gyro by the pound,,$10.00 
nikos grill and subs,side orders,feta fries,golden fries topped with crumbled feta and greek spices and a squeeze of lemon,$4.50 
nikos grill and subs,side orders,sweet potato fries,vegetarian,$3.50 
nikos grill and subs,side orders,falafel patty,,$1.00 
nikos grill and subs,side orders,feta square,0 x0 vegetarian,$3.50 
nikos grill and subs,side orders,chicken tenders,four pieces,$6.95 
nikos grill and subs,side orders,tzatziki souffle cup,vegetarian,$1.00 
nikos grill and subs,side orders,oven roasted lemon potatoes,vegetarian,$4.00 
nikos grill and subs,side orders,0 stuffed grape leaves,vegetarian,$3.50 
nikos grill and subs,side orders,souvlaki skewer,,$3.50 
nikos grill and subs,side orders,hummus,vegetarian,$1.00 
nikos grill and subs,kids meals,kid s grilled cheese meal,includes small fountain drink and fries or cucumber slices and cookie,$6.50 
nikos grill and subs,kids meals,kid s mozzarella sticks meal,four pieces includes small fountain drink and fries or cucumber slices and cookie,$6.50 
nikos grill and subs,kids meals,junior burger meal,includes small fountain drink and fries or cucumber slices and cookie,$7.00 
nikos grill and subs,kids meals,junior cheeseburger mea,includes small fountain drink and fries or cucumber slices and cookie,$7.50 
nikos grill and subs,kids meals,kid s chicken on a stick meal,includes small fountain drink and fries or cucumber slices and cookie,$6.50 
nikos grill and subs,kids meals,kid s chicken nuggets meal,includes small fountain drink and fries or cucumber slices and cookie,$6.50 
nikos grill and subs,kids meals,kid s chicken fingers meal,three pieces includes small fountain drink and fries or cucumber slices and cookie,$7.50 
nikos grill and subs,desserts,cinnamon sugar pita chips,golden crisp pita chips sprinkled with cinnamon and sugar,$3.50 
nikos grill and subs,desserts,niko s rice pudding,rice pudding dusted with cinnamon,$3.50 
nikos grill and subs,desserts,grilled nutella pita,warm baked pita triangles served with a creamy hazelnut spread then dusted with powdered sugar,$4.95 
nikos grill and subs,desserts,baklava,,$3.50 
chef restaurant mediterranean grill,fresh made specialty juices,chef cocktail,served with avocado kiwi mango strawberry pineapple banana and honey,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,milk smoothy,served with strawberry and banana,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,carrot juice,,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,carrot mix,served with orange apple and carrot,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,super health cocktail,served with carrot spinach beet celery and parsley,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,iced tea,served with lemonade,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,lemonade,,$4.99 
chef restaurant mediterranean grill,fresh made specialty juices,lemonade power cocktail,served with yogurt cucumbers garlic and mint,$4.99 
chef restaurant mediterranean grill,beverages,coffee,,$1.50 
chef restaurant mediterranean grill,beverages,hot tea,,$1.50 
chef restaurant mediterranean grill,beverages,iced tea,,$1.50 
chef restaurant mediterranean grill,beverages,milk,,$1.50 
chef restaurant mediterranean grill,beverages,soft drink,,$1.25 
chef restaurant mediterranean grill,beverages,arabic tea,,$1.99 
chef restaurant mediterranean grill,beverages,turkish coffee pot,,$3.99 
chef restaurant mediterranean grill,appetizers,hannah hommous with pine nuts,,$7.99 
chef restaurant mediterranean grill,appetizers,hommous,chick peas with tahini sauce,$5.99 
chef restaurant mediterranean grill,appetizers,baba ghanouge,eggplant mashed with a blend of tahini sauce,$6.79 
chef restaurant mediterranean grill,appetizers,spinach pie,,$5.99 
chef restaurant mediterranean grill,appetizers,meat pie,,$5.99 
chef restaurant mediterranean grill,appetizers,fried kibbe,sauteed lamb and onions stuffed into hand shaped balls of meat and cracked wheat,$7.95 
chef restaurant mediterranean grill,appetizers,house maza,combination of tabbouli hommous baba ghounouge grape leaves falafel and vegetables,$12.99 
chef restaurant mediterranean grill,appetizers,raw kibbe,lean ground lamb mixed with cracked wheat,$11.99 
chef restaurant mediterranean grill,soups,lentil soup,,$3.99 
chef restaurant mediterranean grill,soups,chicken lemon soup,,$3.99 
chef restaurant mediterranean grill,salads,fattoush salad,a blend of vegetable mixed with toasted pita bread,$5.99 
chef restaurant mediterranean grill,salads,tabbouli salad,parsley tomatoes green onions and cracked wheat,$5.99 
chef restaurant mediterranean grill,salads,greek salad,,$7.99 
chef restaurant mediterranean grill,salads,spinach salad,spinach with chopped tomatoes and onions,$7.99 
chef restaurant mediterranean grill,salads,yogurt salad,a blend of yogurt and cucumbers with a touch of garlic and mint,$5.99 
chef restaurant mediterranean grill,salads,chef salad,cucumbers with onions green pepper parsley and tomatoes,$7.99 
chef restaurant mediterranean grill,salads,rice almond salad,a fresh salad with rice pilaf and toasted silver almonds,$7.99 
chef restaurant mediterranean grill,family value trays,combination for 0,shish kebabs shish tawook shish kafta chicken shawarma falafel and grape leaves served with hommous and salad,$39.99 
chef restaurant mediterranean grill,family value trays,combination for 0,one shish kebab one chicken kafta two shish tawook one shish kafta shawatama and three falafel and served with fattoush rice and hommous,$58.99 
chef restaurant mediterranean grill,family value trays,family banquet,one shish kebabs two chicken kafta three shish tawook three shish kafta shawatama and falafels served with salad or fattoush and with rice and hommous,$89.99 
chef restaurant mediterranean grill,sandwiches on pita bread,lamb gyro sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,beef gyro sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,chicken gyro sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,meat shawarma sandwich,marinated meat,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,sujuk sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,shish kafta sandwich,lamb meat with parsley and onions grilled,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,falafel sandwich,vegetarian patty and tahini sauce,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,fried kibbe sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,grape leaves meat sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,grape leaves vegetable sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,chicken shawarma sandwich,marinated chicken,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,shish tawook sandwich,grilled breast of chicken,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,hommous and tabbouli sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,grilled chicken sandwich,,$7.99 
chef restaurant mediterranean grill,sandwiches on pita bread,chicken hommous and tabbouli sandwich,,$7.99 
chef restaurant mediterranean grill,sandwiches on pita bread,chicken kafta sandwich,,$5.99 
chef restaurant mediterranean grill,sandwiches on pita bread,chef meat hamburger sandwich,,$7.99 
chef restaurant mediterranean grill,sandwiches on pita bread,cauliflower,,$5.99 
chef restaurant mediterranean grill,main entrees,lamb chops,char broiled loin chops served with rice,$28.99 
chef restaurant mediterranean grill,main entrees,shish kafta,char broiled ground lamb mixed with parsley onions and seasonings served with your choice of side,$17.99 
chef restaurant mediterranean grill,main entrees,shish kabob,lamb or beef tenderloin served with your choice of side,$16.99 
chef restaurant mediterranean grill,main entrees,meat shawarma,marinated meat slowly cooked to roller broiler and served with tahini sauce and your choice of side,$16.99 
chef restaurant mediterranean grill,main entrees,mixed shawarma,a combination of beef and chicken served with your choice of side,$17.99 
chef restaurant mediterranean grill,main entrees,meat gallaya,chopped meat with tomatoes onions and green peppers served with rice and your choice of side,$16.99 
chef restaurant mediterranean grill,main entrees,mixed grill,a combination of shish kebabs shish tawook and shish kafta served with your choice of side,$20.99 
chef restaurant mediterranean grill,main entrees,chicken shawarma,marinated chicken and slowly roller broiled and served with garlic sauce and your choice of side,$15.99 
chef restaurant mediterranean grill,main entrees,shish tawook,marinated chunks of chicken breast and grilled with garlic sauce served with your choice of side,$17.99 
chef restaurant mediterranean grill,main entrees,chicken gallaya,chopped chicken with tomatoes onions and green peppers served with rice,$15.99 
chef restaurant mediterranean grill,main entrees,chicken breast,marinated and char broiled served with your choice of side,$15.99 
chef restaurant mediterranean grill,main entrees,stuffed lamb,baby lamb mixed with brown rice and topped with pieces of lamb served with your choice of side,$16.99 
chef restaurant mediterranean grill,main entrees,hommous with meat shawarma,served with your choice of side,$16.99 
chef restaurant mediterranean grill,main entrees,hommous with chicken shawarma,served with your choice of side,$16.99 
chef restaurant mediterranean grill,main entrees,steak with garlic and cilantro,sauteed chunks of meat with a blend of lemon garlic and cilantro served with your choice of side,$18.99 
chef restaurant mediterranean grill,main entrees,chicken with garlic and cilantro,sauteed chunks of chicken with a blend of lemon garlic and cilantro served with your choice of side,$18.99 
chef restaurant mediterranean grill,main entrees,chicken kafta,ground chicken with onions and parsley served with your choice of side,$14.99 
chef restaurant mediterranean grill,main entrees,half roasted chicken,served with your choice of side,$15.99 
chef restaurant mediterranean grill,main entrees,chicken wings,0 pieces comes with 0 sides,$13.99 
chef restaurant mediterranean grill,seafood,whitefish,spicy or regular served with choice of two sides,$18.99 
chef restaurant mediterranean grill,seafood,shrimp cilantro,grilled and mixed with lemon garlic and cilantro served with choice of two sides,$19.99 
chef restaurant mediterranean grill,seafood,golden shrimp basket,served with choice of two sides,$16.99 
chef restaurant mediterranean grill,seafood,shrimp gallaya,served with choice of two sides,$19.99 
chef restaurant mediterranean grill,seafood,grilled salmon,served with choice of two sides,$20.99 
chef restaurant mediterranean grill,vegetarian,falafel plate,0 vegetable patties served with tahini sauce served with choice of two sides,$12.99 
chef restaurant mediterranean grill,vegetarian,maujadara,lentils cooked with olive oil served with choice of two sides,$12.99 
chef restaurant mediterranean grill,vegetarian,foul mudamas,mashed boiled fafa beans with garlic and lemon juice served with choice of two sides,$12.99 
chef restaurant mediterranean grill,vegetarian,vegetarian gallaya rice,tomatoes onions and green peppers served with choice of two sides,$12.99 
chef restaurant mediterranean grill,vegetarian,mousaka,layers of eggplant baked with fresh tomatoes onions green peppers garlic and mixed seasonings served with choice of two sides,$12.99 
chef restaurant mediterranean grill,sides,side of rice,,$3.99 
chef restaurant mediterranean grill,sides,feta cheese,served with olives and tomato,$6.99 
chef restaurant mediterranean grill,sides,grape leaves,,$7.99 
chef restaurant mediterranean grill,sides,garlic bowl,,$6.99 
chef restaurant mediterranean grill,sides,falafel,,$6.99 
chef restaurant mediterranean grill,sides,vegetable tray,,$5.99 
chef restaurant mediterranean grill,sides,wedges,,$3.99 
chef restaurant mediterranean grill,sides,french fries,,$3.99 
chef restaurant mediterranean grill,desserts,rice pudding,,$3.99 
chef restaurant mediterranean grill,desserts,baklava,,$3.99 
chef restaurant mediterranean grill,desserts,carrot cake,,$4.99 
chef restaurant mediterranean grill,desserts,chef s cake,,$4.99 
asia kitchen,beverages,0 oz homemade iced tea,,$2.75 
asia kitchen,beverages,0 oz homemade lemonade,,$2.75 
asia kitchen,beverages,0 oz lemonade and tea mixed,,$2.75 
asia kitchen,beverages,nantucket juices,,$2.50 
asia kitchen,beverages,snapple juices,,$2.50 
asia kitchen,beverages,pepsi 0 oz,,$2.25 
asia kitchen,beverages,sprite 0oz,,$2.25 
asia kitchen,beverages,coca cola,,$2.25 
asia kitchen,beverages,diet coke 0oz,,$2.25 
asia kitchen,beverages,water,,$1.10 
asia kitchen,beverages,gingerale 0oz,,$2.00 
asia kitchen,appetizers,french fries,,$2.46 
asia kitchen,appetizers,season fries,,$3.18 
asia kitchen,appetizers,chicken egg roll,,$1.95 
asia kitchen,appetizers,vegetable spring roll,,$1.95 
asia kitchen,appetizers,steak egg roll,,$2.86 
asia kitchen,appetizers,crab meat rangoon,0 pieces,$5.85 
asia kitchen,appetizers,chicken tenders,0 pieces,$7.99 
asia kitchen,appetizers,edamame,boiled soybeans in shell,$5.78 
asia kitchen,appetizers,chicken gyoza,pan fried chicken dumpling,$7.35 
asia kitchen,appetizers,shrimp shumai,steamed shrimp sumplings,$7.35 
asia kitchen,appetizers,0 pieces shrimp tempura,jumbo shrimp breaded with tempura sauce,$6.40 
asia kitchen,appetizers,shrimp egg roll,,$2.05 
asia kitchen,soup,miso soup,,$3.95 
asia kitchen,soup,chicken wonton soup,,$4.25 
asia kitchen,soup,egg drop soup,,$4.25 
asia kitchen,soup,chicken rice soup,,$4.25 
asia kitchen,soup,noodle soup,,$4.25 
asia kitchen,soup,vegetables soup,,$4.25 
asia kitchen,soup,hot and sour soup,spicy,$4.50 
asia kitchen,soup noodles,ebi soup noodle,fresh noodles topped with 0 premium shrimp tempura topped with savory fried egg in a miso broth with scallions seaweed and tender bok choy shrimp,$13.00 
asia kitchen,soup noodles,oyako soup noodle,fresh noodle topped with grilled and seasoned white meat chicken slices with a savory fried egg in miso broth with scallions seaweed and tender bok choy chicken,$13.00 
asia kitchen,soup noodles,sumo soup noodle,shrimp and chicken,$15.49 
asia kitchen,salads,seaweed salad,,$6.35 
asia kitchen,salads,kani salad,,$6.75 
asia kitchen,salads,avocado salad,,$7.20 
asia kitchen,salads,chicken salad,,$8.95 
asia kitchen,salads,chef salad,,$9.25 
asia kitchen,salads,shrimp slad,,$9.25 
asia kitchen,seafood,shrimp with broccoli,served with white rice,$9.80 
asia kitchen,seafood,shrimp with mixed vegetables,served with white rice,$9.80 
asia kitchen,seafood,shrimp with garlic sauce,served with white rice spicy,$9.80 
asia kitchen,seafood,shrimp with curry sauce,served with white rice spicy,$9.80 
asia kitchen,seafood,kung pao shrimp,served with white rice spicy,$9.80 
asia kitchen,seafood,shrimp with szechuan style,served with white rice spicy,$9.80 
asia kitchen,seafood,shrimp with hunan style,served with white rice spicy,$9.80 
asia kitchen,chicken,chicken with broccoli,served with white rice,$9.50 
asia kitchen,chicken,chicken with mixed vegetables,served with white rice,$9.50 
asia kitchen,chicken,moo goo gai pan,served with white rice,$9.50 
asia kitchen,chicken,chicken with garlic sauce,served with white rice spicy,$9.50 
asia kitchen,chicken,curry chicken,served with white rice spicy,$9.50 
asia kitchen,chicken,kung pao chicken,served with white rice spicy,$9.50 
asia kitchen,chicken,szechuan chicken,served with white rice spicy,$9.50 
asia kitchen,chicken,sweet sour chicken,served with white rice,$9.50 
asia kitchen,chicken,hunan chicken,served with white rice spicy,$9.50 
asia kitchen,beef,beef with mushrooms,served with white rice,$9.78 
asia kitchen,beef,pepper steak with onions,served with white rice,$9.78 
asia kitchen,beef,beef with broccoli,served with white rice,$9.78 
asia kitchen,beef,beef with mixed vegetables,served with white rice,$9.78 
asia kitchen,beef,beef with szechuan style,served with white rice spicy,$9.78 
asia kitchen,beef,beef with hunan style,served with white rice spicy,$9.78 
asia kitchen,vegetables,mixed vegetables,served with rice,$10.02 
asia kitchen,vegetables,bean curd with vegetables,served with rice,$10.02 
asia kitchen,vegetables,kung pao bean curd,served with rice spicy,$10.02 
asia kitchen,vegetables,bean curd szechuan style,served with rice spicy,$10.02 
asia kitchen,vegetables,broccoli with garlic sauce,served with rice spicy,$10.02 
asia kitchen,vegetables,broccoli with brwon sauce,,$10.02 
asia kitchen,kitchen entrees,unagi don,served with sushi rice and miso soup,$17.65 
asia kitchen,kitchen entrees,tekka don,0 pieces tuna sashimi over sushi rice bowl served with miso soup,$16.45 
asia kitchen,kitchen entrees,sake don,0 pieces salmon sashimi over sushi rice bowl served with miso soup,$16.45 
asia kitchen,sushi entrees,veggie maki combo,avocado roll cucumber roll and osingo roll roll served with miso soup,$15.50 
asia kitchen,sushi entrees,maki combo,served with miso soup,$17.49 
asia kitchen,sushi entrees,regular sushi,five piece of sushi and one california roll served with miso soup,$18.95 
asia kitchen,sushi entrees,regular sashimi,nine piece of mixed fresh fish served with miso soup,$21.45 
asia kitchen,sushi entrees,deluxe sushi,eight piece of sushi and one spicy shrimp roll served with miso soup,$26.33 
asia kitchen,sushi entrees,sushi sashimi combo,three sushi six sashimi and one california roll served with miso soup,$28.75 
asia kitchen,sushi entrees,chef s sashimi choice,0 piece of mixed fresh fish served with miso soup,$33.10 
asia kitchen,fried rice,vegetable fried rice,,$7.50 
asia kitchen,fried rice,chicken fried rice,,$7.50 
asia kitchen,fried rice,beef fried rice,,$8.80 
asia kitchen,fried rice,shrimp fried rice,,$8.80 
asia kitchen,fried rice,combination fried rice,shrimp chicken and beef,$8.45 
asia kitchen,fried rice,0 yang zhou fried rice,shrimp beef chicken egg peas and carrot with white rice,$13.80 
asia kitchen,lo mein,vegetable lo mein,,$7.60 
asia kitchen,lo mein,chicken lo mein,,$7.60 
asia kitchen,lo mein,beef lo mein,,$8.70 
asia kitchen,lo mein,shrimp lo mein,,$8.70 
asia kitchen,lo mein,combination lo mein,shrimp chicken beef,$9.20 
asia kitchen,mei fun,singapore mei fun,rice noddle spicy with shrimp beef chicken egg vegies,$11.69 
asia kitchen,mei fun,shrimp mei fun,rice noodles,$11.11 
asia kitchen,mei fun,chicken mei fun,rice noodles,$11.11 
asia kitchen,mei fun,beef mei fun,rice noodles,$11.11 
asia kitchen,egg foo young,0 chicken egg foo young,served with white rice,$11.24 
asia kitchen,egg foo young,0 beef egg foo young,served with white rice,$11.24 
asia kitchen,egg foo young,0 shrimp egg foo young,served with white rice,$11.24 
asia kitchen,egg foo young,vegetables egg foo young,with white rice,$10.75 
asia kitchen,egg foo young,combination egg foo young,shrimp chicken beef,$13.24 
asia kitchen,diet menu,steamed broccoli,dishes without oil sugar msg or corn starch with brown or garlic sauce on the side,$10.02 
asia kitchen,diet menu,steamed mixed vegetables,dishes without oil sugar msg or corn starch with brown or garlic sauce on the side,$11.64 
asia kitchen,diet menu,steamed chicken with mixed vegetables,dishes without oil sugar msg or corn starch with brown or garlic sauce on the side,$11.64 
asia kitchen,diet menu,steamed shrimp with mixed vegetables,dishes without oil sugar msg or corn starch with brown or garlic sauce on the side,$11.75 
asia kitchen,sushi and sashimi a la carte,0 pieces crab stick a la carte,,$5.75 
asia kitchen,sushi and sashimi a la carte,0 pieces eel a la carte,,$7.00 
asia kitchen,sushi and sashimi a la carte,0 pieces salmon a la carte,,$7.00 
asia kitchen,sushi and sashimi a la carte,0 pieces white fish a la carte,,$5.75 
asia kitchen,sushi and sashimi a la carte,0 pieces fly fish roe a la carte,,$5.50 
asia kitchen,sushi and sashimi a la carte,0 pieces tuna a la carte,,$7.00 
asia kitchen,sushi and sashimi a la carte,0 pieces yellowtail a la carte,,$7.00 
asia kitchen,sushi and sashimi a la carte,0 pieces shrimp a la carte,,$5.75 
asia kitchen,sushi and sashimi a la carte,0 pieces white tuna a la carte,,$7.00 
asia kitchen,sushi rolls and hand rolls,cucumber roll,seaweed outside cucumber and rice inside,$6.50 
asia kitchen,sushi rolls and hand rolls,cucumber and avocado roll,avocado and cucumber with rice outside,$7.00 
asia kitchen,sushi rolls and hand rolls,vegetable roll,pickled radish avocado and cucumber with rice outside,$7.00 
asia kitchen,sushi rolls and hand rolls,salmon roll,seaweed outside fresh salmon and rice inside,$7.00 
asia kitchen,sushi rolls and hand rolls,salmon skin roll,seaweed outside fresh salmon and rice outside,$7.00 
